"n.gram","n.size","G","cpr","dice","ll","f","freq_first_word","freq_last_word","rating"
"of·iron·",2,9.4275,0.20557,0.00034933,99.887,170,966326,1243,"U"
"the·Americas·",2,9.8589,0.75139,0.00047555,852.09,190,1976066,577,"T"
"a·bid·",2,8.3339,0.41301,0.00046587,191.13,65,557551,547,"U"
"NUM·mile·",2,6.2031,0.11697,0.0003391,119.72,173,1001604,1036,"T"
"when·NUM·",2,10.315,0.028546,0.00078808,427.09,313,38898,1001604,"F"
"also·introduced·",2,10.571,0.60054,0.0037043,287.37,188,72055,1914,"F"
"in·the·U·S·state·of·",6,3.3343,0.85013,0.00019009,0,118,741837,966326,"U"
"stations·on·",2,7.3238,0.16263,0.00080036,59.22,82,2287,200123,"F"
"App·Store·",2,8.1032,0.98544,0.2877,566.45,62,92,339,"T"
"the·move·",2,11.409,0.31516,0.00037318,189.78,306,1976066,1543,"T"
"NUM·high·",2,7.1211,0.037207,0.00026027,142.95,142,1001604,12718,"U"
"playing·with·",2,9.0517,0.17672,0.0012843,87.561,149,3882,193898,"U"
"the·romanian·",2,9.4339,0.49671,0.00021248,176.77,224,1976066,589,"T"
"it·was·directed·",3,2.5556,0.43398,0.00044769,0,62,125578,1909,"U"
"are·generally·",2,13.812,0.57183,0.013762,1792.1,704,106340,5710,"F"
"the·japanese·government·",3,9.175,0.60471,0.0002445,0,158,1976066,16814,"T"
"account·for·",2,7.1429,0.2057,0.00068618,53.485,169,169,222363,"F"
"the·issues·",2,8.4304,0.072972,0.00015664,9.4519,156,1976066,3008,"T"
"the·difference·between·",3,11.808,0.43059,0.00035735,0,146,1976066,28684,"U"
"of·jewish·",2,9.3281,0.14015,0.00043959,51.224,211,966326,2756,"U"
"the·last·NUM·",3,-5.4988,0.21474,0.00098715,0,557,1976066,1001604,"T"
"an·exhibition·",2,8.829,0.68666,0.0024042,306.63,126,106400,910,"T"
"the·towns·",2,9.9774,0.23583,0.00029933,92.398,126,1976066,1682,"T"
"be·located·",2,8.2251,0.36693,0.0027503,90.226,134,88310,9134,"U"
"shortly·after·",2,12.638,0.9595,0.044907,5250.4,590,2220,51135,"T"
"the·terminal·",2,8.7726,0.31498,0.000089049,46.058,218,1976066,1288,"T"
"NUM·by·which·",3,7.8144,0.016233,0.0001649,0,71,1001604,92728,"F"
"public·schools·",2,11.17,0.59838,0.036225,850,235,8332,4477,"T"
"Sports·Hall·",2,8.99,0.918,0.026487,248.13,60,352,3183,"T"
"the·music·",2,13.938,0.19314,0.0014046,156.54,295,1976066,11742,"T"
"of·energy·",2,11.346,0.15351,0.00088943,124.14,370,966326,5078,"F"
"if·formula·NUM·",3,12.571,0.34952,0.00038564,0,132,17251,1001604,"F"
"a·rapid·",2,8.7707,0.37172,0.00065854,191.53,182,557551,1264,"F"
"the·Nobel·Prize·",3,10.982,0.42124,0.00036997,0,97,1976066,1506,"T"
"the·principal·",2,11.967,0.53939,0.00062912,696.49,660,1976066,1302,"T"
"service·for·",2,9.2297,0.12029,0.0015364,61.164,179,8053,222363,"U"
"by·the·National·",3,-4.1884,0.36228,0.0004437,0,323,197397,10451,"U"
"urban·areas·",2,11.067,0.76983,0.044752,852.73,127,2083,6587,"T"
"to·a·small·",3,-4.3064,0.058132,0.00024592,0,95,590991,10357,"F"
"more·stable·",2,8.6273,0.79123,0.0062292,186.16,63,17974,969,"U"
"literally·means·",2,12.458,0.87123,0.072948,792.87,145,1001,2947,"T"
"the·screenplay·",2,7.3057,0.50815,0.00012649,117.88,125,1976066,316,"T"
"was·described·as·",3,9.1494,0.37044,0.001171,0,142,287981,205653,"T"
"better·known·as·",3,1.4642,0.82701,0.0013636,0,126,1384,205653,"T"
"be·killed·",2,8.5546,0.57551,0.002905,193.51,135,88310,3257,"U"
"to·international·",2,7.2699,0.060449,0.00043431,4.5785,130,590991,7660,"F"
"during·his·NUM·",3,0,0,0,0,128,36197,1001604,"F"
"most·notably·",2,15.307,0.97359,0.05484,2977.9,457,21554,1823,"T"
"NUM·inches·",2,9.0762,0.90078,0.00076241,905.71,288,1001604,476,"T"
"the·ban·",2,8.5388,0.36195,0.0001457,77.808,144,1976066,587,"T"
"was·sent·",2,14.195,0.70918,0.0061454,2104.1,241,287981,2641,"U"
"the·Village·",2,8.8688,0.29353,0.00014468,49.984,143,1976066,772,"T"
"this·includes·",2,10.238,0.35526,0.0043924,302.29,184,83950,4385,"U"
"the·libyan·",2,7.5428,0.50864,0.00012953,147.21,128,1976066,263,"F"
"the·league·",2,13.035,0.39431,0.0012756,880.31,403,1976066,4158,"T"
"NUM·miles·",2,11.671,0.70262,0.0021629,2221.1,522,1001604,1673,"T"
"brought·about·",2,8.6066,0.75482,0.006347,138.33,124,2154,9355,"T"
"presidential·campaign·",2,9.1564,0.74628,0.042201,582.66,129,1968,4193,"T"
"the·soviet·",2,13.502,0.4559,0.001259,1127.4,1207,1976066,3238,"F"
"NUM·-·NUM·after·",4,13.911,0.050354,0.0002941,0,227,1001604,51135,"F"
"moved·into·",2,9.6827,0.58099,0.009768,449.28,194,1749,36532,"T"
"compared·to·other·",3,6.7726,0.56481,0.00071254,0,153,2381,46593,"T"
"out·with·NUM·%·under·the·age·of·NUM·",9,6.9345,0.99902,0.00035746,0,207,16998,1001604,"F"
"in·the·spring·",3,6.8269,0.65914,0.00053608,0,145,741837,1846,"T"
"the·call·",2,10.106,0.25852,0.00020836,54.428,209,1976066,1278,"T"
"the·plant·",2,11.763,0.26528,0.00049731,176.57,378,1976066,2581,"T"
"several·times·",2,12.87,0.91134,0.048521,2036.5,531,17086,7316,"T"
"the·people·'·s·Republic·of·China·",7,2.2556,0.89703,0.00092031,0,205,1976066,8196,"U"
"in·C·",2,8.1411,0.03934,0.00045139,2.2843,178,741837,6965,"U"
"the·Long·",2,9.0605,0.23146,0.00019624,57.824,220,1976066,1135,"U"
"after·having·",2,11.801,0.5402,0.0098909,529.07,224,51135,7909,"U"
"on·the·radio·",3,0.78874,0.18475,0.00010183,0,74,200123,3943,"T"
"been·awarded·",2,8.5768,0.76381,0.0057114,315.35,139,46222,2453,"T"
"a·fictional·",2,9.2904,0.65075,0.00085966,401.67,171,557551,809,"F"
"in·Virginia·",2,7.3242,0.12334,0.00036571,45.972,136,741837,1920,"T"
"about·NUM·%·of·families·and·NUM·%·of·",9,16.816,0.99893,0.0003597,0,191,9355,966326,"F"
"track·listing·",2,12.631,0.99658,0.12298,1582.4,218,3359,414,"T"
"was·created·",2,15.329,0.73462,0.0099339,3337.8,562,287981,4552,"T"
"E·NUM·",2,10.864,0.20855,0.00077437,198.21,394,3084,1001604,"F"
"the·iron·",2,7.9709,0.13187,0.00012542,8.137,125,1976066,1243,"T"
"NUM·night·",2,6.5705,0.13623,0.00026675,3.9261,136,1001604,3090,"F"
"a·wide·range·of·",4,8.0713,0.92436,0.0013785,0,528,557551,966326,"T"
"to·incorporate·",2,9.4147,0.79167,0.00061219,416.38,181,590991,327,"T"
"the·summer·",2,13.69,0.56578,0.0016822,1888.8,84,1976066,3432,"T"
"of·the·following·",3,10.119,0.15564,0.000075422,0,384,966326,1055,"U"
"has·appeared·on·",3,4.552,0.4476,0.00065382,0,59,65252,200123,"U"
"these·NUM·",2,13.685,0.15634,0.0024556,25.867,867,28700,1001604,"T"
"the·municipal·",2,8.9875,0.34458,0.00020031,99.044,195,1976066,849,"U"
"NUM·final·",2,6.1237,0.031485,0.00031078,43.795,208,1001604,8746,"F"
"service·in·NUM·",3,12.548,0.082331,0.00027748,0,163,8053,1001604,"F"
"the·driver·",2,9.8573,0.32529,0.00025291,153.66,250,1976066,918,"T"
"out·NUM·",2,7.5862,0.06553,0.00015133,4.4949,276,16998,1001604,"F"
"rating·of·NUM·",3,-0.24659,0.43919,0.00018895,0,125,830,1001604,"U"
"substituted·for·",2,7.25,0.63596,0.0005302,147.17,63,194,222363,"U"
"the·Philippine·",2,8.079,0.65756,0.00014269,179.95,158,1976066,258,"F"
"to·some·extent·",3,10.8,0.92984,0.00072353,0,151,590991,1228,"T"
"is·frequently·",2,9.85,0.36148,0.001747,324.09,238,270267,2194,"U"
"the·reactor·",2,8.0972,0.36048,0.00014368,89.841,142,1976066,513,"T"
"the·number·",2,15.333,0.21891,0.0035581,1239.7,457,1976066,18821,"T"
"a·unique·",2,11.504,0.5421,0.0019938,852.98,497,557551,2181,"F"
"opened·up·",2,8.5216,0.7996,0.010116,283.88,150,2670,17693,"T"
"a·chemical·",2,8.7336,0.42158,0.00028674,99.525,140,557551,1220,"U"
"users·can·",2,9.6078,0.53597,0.0068627,300.93,129,2316,32947,"F"
"of·the·species·",3,6.4242,0.14325,0.00010593,0,140,966326,2905,"U"
"with·a·large·",3,-6.218,0.27081,0.00085185,0,217,193898,12770,"U"
"the·UK·",2,15.332,0.7285,0.0025466,3766.6,403,1976066,3826,"T"
"on·the·other·hand·",4,1.1085,0.99039,0.0016418,0,768,200123,4096,"T"
"the·Civil·War·",3,11.178,0.33645,0.0004841,0,195,1976066,11489,"T"
"an·image·of·",3,2.747,0.39501,0.00034569,0,124,106400,966326,"U"
"the·Bill·",2,7.2906,0.084247,0.000094054,2.5374,90,1976066,1511,"T"
"a·method·of·",3,11.213,0.176,0.00025935,0,132,557551,966326,"F"
"organized·into·",2,10.646,0.75752,0.0069026,402.61,130,1135,36532,"F"
"the·islamic·",2,9.7464,0.27203,0.00029131,148.21,158,1976066,1206,"F"
"on·land·",2,9.2448,0.19517,0.0019112,130.46,197,200123,6028,"T"
"in·Iraq·",2,9.3451,0.40365,0.00072928,292.05,271,741837,1364,"T"
"was·finished·",2,10.43,0.57793,0.00097041,289.54,141,287981,558,"U"
"article·on·",2,9.4861,0.33615,0.0015897,192.55,161,2433,200123,"T"
"the·support·",2,12.381,0.12081,0.00061932,19.476,132,1976066,6745,"T"
"the·nave·",2,5.35,0.65056,0.000061735,77.981,61,1976066,113,"T"
"to·be·used·",3,-4.171,0.33922,0.0030617,0,339,590991,27170,"T"
"the·Middle·East·",3,13.051,0.80937,0.00093301,0,224,1976066,5470,"T"
"along·with·NUM·",3,15.633,0.11543,0.00047331,0,183,8782,1001604,"F"
"late·NUM·",2,10.089,0.14336,0.00082666,38.368,254,1817,1001604,"U"
"the·UK·'·s·",4,4.7499,0.31724,0.00014424,0,125,1976066,81513,"U"
"the·braves·",2,7.8425,0.45481,0.000169,215.7,167,1976066,301,"U"
"the·personal·",2,8.9547,0.072062,0.00026454,8.7991,261,1976066,4698,"U"
"windows·NUM·",2,10.506,0.18096,0.00090743,248.71,371,3428,1001604,"T"
"in·Amsterdam·",2,7.5609,0.44911,0.00037449,190.22,139,741837,508,"T"
"volume·NUM·",2,9.6833,0.34537,0.00060558,156.83,308,2392,1001604,"T"
"the·orchestra·",2,10.422,0.17614,0.00040449,193.4,361,1976066,1745,"T"
"to·compensate·for·",3,2.6656,0.76031,0.00035032,0,95,590991,222363,"U"
"commonly·referred·to·as·",4,11.551,0.86239,0.00044412,0,148,3325,205653,"T"
"in·mid·-·NUM·",4,9.1389,0.29457,0.00044199,0,240,741837,1001604,"U"
"put·forward·",2,9.9417,0.91126,0.04642,308.3,178,1260,1282,"T"
"a·society·",2,8.3832,0.10989,0.00052439,39.835,147,557551,3099,"U"
"in·NUM·but·",3,9.4089,0.15676,0.0018825,0,861,741837,57399,"F"
"NUM·sets·",2,10.504,0.38837,0.00052439,202.73,74,1001604,1463,"T"
"teams·are·",2,9.5257,0.39761,0.0029532,210.73,161,4049,106340,"F"
"of·action·",2,10.402,0.14254,0.00060378,54.549,295,966326,4219,"U"
"in·the·church·",3,8.2492,0.13799,0.00019942,0,181,741837,5019,"T"
"of·food·",2,11.394,0.2001,0.00076656,113.37,313,966326,4243,"U"
"the·stadium·",2,12.172,0.48465,0.00077255,762.67,418,1976066,1802,"T"
"on·national·",2,6.2169,0.086906,0.00076565,3.5828,80,200123,8851,"F"
"with·a·small·",3,-4.7485,0.24243,0.00072066,0,184,193898,10357,"F"
"lived·on·",2,7.9753,0.24077,0.00087908,68.838,128,2362,200123,"U"
"Northern·Ireland·",2,11.975,0.99057,0.16982,2407.4,320,2151,2654,"T"
"the·protein·",2,8.1982,0.17043,0.00013352,12.932,129,1976066,1191,"T"
"was·incorporated·",2,10.202,0.66498,0.0017303,519.47,187,287981,981,"T"
"in·Portugal·",2,8.5326,0.29715,0.00052746,161.13,196,741837,1354,"U"
"of·members·",2,9.1249,0.037048,0.00043645,24.439,127,966326,9729,"F"
"high·-·speed·",3,0.6986,0.93705,0.0017479,0,313,12718,3536,"T"
